5.61E-05,0
5.61E-05,2.58761
7.71E-05,5.60384
1.09E-04,7.11216
1.30E-04,8.94602
1.62E-04,10.88639
1.93E-04,12.82688
2.14E-04,14.87364
2.46E-04,16.81436
2.78E-04,18.64889
2.99E-04,20.58963
3.31E-04,22.42106
3.62E-04,24.36223
3.84E-04,25.65865
4.05E-04,27.27411
4.26E-04,28.99929
4.47E-04,30.72786
4.79E-04,32.55988
5.10E-04,34.50165
5.32E-04,36.44321
5.63E-04,38.49487
5.95E-04,40.54338
6.16E-04,42.26917
6.37E-04,43.4566
6.58E-04,44.96647
6.79E-04,46.5861
7.01E-04,48.3122
7.32E-04,50.03884
7.53E-04,51.87475
7.85E-04,53.70801
8.06E-04,55.5441
8.27E-04,56.73203
8.38E-04,58.13219
8.59E-04,59.5363
8.80E-04,61.04685
9.13E-04,62.77425
9.34E-04,64.50437
9.55E-04,66.12153
9.87E-04,67.95894
0.00101,69.79237
0.00104,71.63
0.00105,72.70802
0.00107,73.8966
0.00109,75.19171
0.0011,76.37956
0.00112,77.67801
0.00114,79.07961
0.00117,80.59441
0.00119,82.10587
0.00121,83.72713
0.00124,85.45582
0.00126,87.18367
0.00128,88.47923
0.0013,89.99103
0.00132,91.71908
0.00136,93.45156
0.00139,95.60989
0.00142,97.77159
0.00145,100.04329
0.00148,102.31182
0.00152,104.47393
0.00155,106.63629
0.00157,108.25532
0.00159,109.66151
0.00161,111.28401
0.00163,112.90336
0.00166,114.7434
0.00168,116.58238
0.00172,118.41942
0.00174,120.36506
0.00177,122.31212
0.0018,124.25931
0.00182,125.88245
0.00184,127.28937
0.00186,128.90932
0.0019,130.53411
0.00192,132.26404
0.00194,133.99404
0.00197,135.83543
0.00199,137.6721
0.00202,139.51371
0.00205,141.24404
0.00207,142.32541
0.00209,143.62651
0.00211,145.14069
0.00213,146.65493
0.00216,148.38723
0.00218,150.11799
0.00221,152.06687
0.00225,154.01588
0.00229,156.18297
0.00232,158.13226
0.00235,160.29792
0.00239,162.24909
0.00243,163.76593
0.00246,165.39274
0.00249,167.12622
0.00253,168.96805
0.00257,170.81337
0.00263,172.76732
0.00267,174.61298
0.00273,176.35278
0.00278,177.97895
0.00283,179.07097
0.00287,179.94126
0.00291,181.03148
0.00297,182.12047
0.00302,183.21292
0.00306,184.19349
0.00311,185.06624
0.00318,185.94447
0.00321,186.05688
0.00325,186.60456
0.0033,187.04584
0.00334,187.9202
0.00338,188.57468
0.00343,189.23463
0.00349,189.78466
0.00353,190.33265
0.00358,190.88613
0.00363,191.32632
0.00368,191.33438
0.00372,191.88587
0.00377,192.4362
0.00383,192.98659
0.00388,193.53703
0.00393,194.09087
0.004,194.7501
0.00406,195.08945
0.00412,195.42531
0.00418,195.75925
0.00422,195.55069
0.00427,195.888
0.00431,196.32659
0.00437,196.77073
0.00443,197.43395
0.00448,197.87801
0.00455,198.32116
0.00462,198.7697
0.00469,199.2161
0.00476,199.55464
0.00482,199.35053
0.00488,199.47109
0.00493,199.8055
0.00498,200.14327
0.00505,200.69675
0.00511,201.14367
0.00518,201.4825
0.00526,201.82137
0.00533,202.27049
0.0054,202.39017
0.00545,201.97013
0.0055,201.9809
0.00556,202.31564
0.00561,202.65043
0.00566,202.98838
0.00572,203.43013
0.00578,203.66038
0.00584,204.0007
0.00591,204.12054
0.00596,203.91424
0.006,203.70586
0.00605,203.93167
0.00609,204.15751
0.00614,204.60285
0.00619,204.831
0.00625,205.05918
0.0063,205.39413
0.00635,205.51205
0.00641,205.63333
0.00646,205.427
0.0065,205.3287
0.00655,205.55156
0.00659,205.77757
0.00664,206.44056
0.00669,206.88607
0.00676,207.11676
0.00682,207.34727
0.00689,207.68505
0.00695,207.80525
0.00702,207.82073
0.00707,207.39801
0.00712,207.62317
0.00717,207.85171
0.00724,208.29983
0.0073,208.53074
0.00735,208.86644
0.00743,209.20994
0.0075,209.55015
0.00756,208.90852
0.00761,208.70213
0.00765,208.71117
0.0077,209.15724
0.00777,209.71301
0.00782,210.05228
0.00789,210.39035
0.00796,210.62367
0.00802,210.85468
0.0081,210.97756
0.00815,210.44634
0.00821,210.45759
0.00826,210.36166
0.0083,210.69544
0.00835,210.92441
0.00842,211.26272
0.00847,211.38455
0.00852,211.6136
0.00859,211.73446
0.00863,211.09012
0.00866,210.98971
0.00872,211.32579
0.00876,211.55275
0.0088,212.10456
0.00887,212.66427
0.00893,213.00307
0.00899,213.12386
0.00906,213.24823
0.00912,213.36905
0.00919,213.38261
0.00924,213.06884
0.00929,213.08024
0.00933,213.08927
0.00939,213.20796
0.00944,213.43731
0.0095,214.1026
0.00957,214.77252
0.00964,215.0032
0.00972,215.12994
0.00979,215.25335
0.00986,214.72363
0.00991,214.62777
0.00997,214.96684
0.01004,215.08809
0.0101,215.43059
0.01017,215.66262
0.01023,216.00185
0.01031,216.12538
0.01038,216.14154
0.01043,215.9383
0.01049,215.51351
0.01054,215.74302
0.01059,215.86199
0.01065,216.19919
0.0107,216.42899
0.01076,216.661
0.01083,217.00407
0.01089,217.23279
0.01096,217.35766
0.01101,216.71422
0.01105,216.61617
0.01111,216.73525
0.01115,216.96277
0.0112,217.41106
0.01126,217.64105
0.01132,217.87327
0.01137,218.21082
0.01144,218.22472
0.01149,218.23641
0.01155,217.70377
0.01159,217.71302
0.01163,217.94069
0.01168,218.27835
0.01174,218.5085
0.01179,218.84622
0.01185,219.29711
0.01191,219.41643
0.01197,219.21214
0.01202,218.89537
0.01207,219.01805
0.01211,219.02736
0.01217,219.36524
0.01222,219.59555
0.01228,220.15429
0.01235,220.49452
0.01241,220.72739
0.01247,220.85245
0.01255,221.08762
0.01261,220.66466
0.01268,220.56773
0.01273,220.79823
0.0128,221.03099
0.01287,221.26625
0.01294,221.49929
0.013,221.51342
0.01306,221.74652
0.01313,221.64961
0.01318,221.22734
0.01322,220.90691
0.01328,220.81106
0.01332,221.03925
0.01336,221.26746
0.01342,221.60588
0.01347,222.05543
0.01352,222.39392
0.01359,222.62697
0.01365,222.86028
0.01371,222.43449
0.01375,222.22507
0.01379,222.23452
0.01385,222.46537
0.0139,222.91516
0.01395,223.14607
0.01402,223.2681
0.01407,223.60685
0.01413,223.8401
0.0142,224.07361
0.01425,223.64765
0.01431,223.4438
0.01436,223.67146
0.01441,223.90252
0.01448,224.35491
0.01453,224.47819
0.0146,224.70846
0.01466,224.9419
0.01473,225.17789
0.01481,225.41391
0.01487,225.20918
0.01493,224.67511
0.01498,224.68719
0.01503,224.80717
0.01509,225.03844
0.01514,225.26973
0.0152,225.28185
0.01526,225.62676
0.01531,225.74682
0.01537,225.8669
0.01542,225.44369
0.01546,225.34221
0.01552,225.5736
0.01556,225.91046
0.01562,226.1442
0.01568,226.48702
0.01573,226.82651
0.0158,226.94899
0.01586,227.0751
0.01591,226.75997
0.01596,226.21952
0.016,226.22917
0.01604,226.23881
0.01609,226.57948
0.01613,226.69716
0.01618,227.03681
0.01624,227.26846
0.01628,227.38957
0.01632,226.96036
0.01636,227.07809
0.01641,227.19943
0.01646,227.5392
0.0165,227.87983
0.01656,228.21967
0.01662,228.67331
0.01668,228.90515
0.01675,229.13853
0.01682,229.1532
0.01687,228.72978
0.01691,228.51996
0.01697,228.53227
